RD [%],D [m],L [m],t [m],H [kN],M [kN.m],y [m],rot [deg]
0.90,6,18,0.055,272.9287415,16375.72449,0.002533266,0.018966136
0.90,6,18,0.055,293.3883972,17603.30383,0.002762726,0.020563102
0.90,6,18,0.055,313.6880188,18821.28113,0.002995292,0.022169177
0.90,6,18,0.055,333.8316956,20029.90173,0.003230838,0.023784131
0.90,6,18,0.055,353.8251648,21229.50989,0.003469245,0.025407653
0.90,6,18,0.055,373.6782837,22420.69702,0.00371037,0.027039165
0.90,6,18,0.055,393.3917542,23603.50525,0.003954309,0.02867866
0.90,6,18,0.055,432.3811035,25942.86621,0.004451162,0.031982603
0.90,6,18,0.055,470.868042,28252.08252,0.004957954,0.0353154
0.90,6,18,0.055,508.8882141,30533.29285,0.005473881,0.038674988
0.90,6,18,0.055,546.4824219,32788.94531,0.005998201,0.042058921
0.90,6,18,0.055,583.6981812,35021.89087,0.006530017,0.0454645
0.90,6,18,0.055,617.2508936,37035.05361,0.007019611,0.048579216
0.90,6,18,0.055,726.3466187,43580.79712,0.008670931,0.058950368
0.90,6,18,0.055,933.9440918,56036.64551,0.012183206,0.080307006
0.90,6,18,0.055,1318.60376,79116.22559,0.019801734,0.124804679
0.90,6,18,0.055,2013.635376,120818.1226,0.036456717,0.218212906
0.90,6,18,0.055,2660.789551,159647.373,0.053921914,0.314551855
0.90,6,18,0.055,3261.969971,195718.1982,0.072170489,0.41368282
0.90,6,18,0.055,3821.027832,229261.6699,0.091143809,0.515380862
0.90,6,18,0.055,4347.947754,260876.8652,0.110662483,0.619051877
0.90,6,18,0.055,4853.124512,291187.4707,0.130560301,0.724036126
0.90,6,18,0.055,5336.130859,320167.8516,0.150854945,0.830359569
0.90,6,18,0.055,5798.241211,347894.4727,0.171507962,0.937952756
0.90,6,18,0.055,6246.228516,374773.7109,0.192396499,1.046400036
0.90,6,18,0.055,6677.565918,400653.9551,0.213573828,1.155842132
0.90,6,18,0.055,7094.567383,425674.043,0.235008225,1.266133986
0.90,6,18,0.055,7498.665527,449919.9316,0.25665769,1.37720759
0.90,6,18,0.055,7888.660156,473319.6094,0.278539836,1.489135841
0.90,6,18,0.055,8265.912109,495954.7266,0.300630912,1.601836908
0.90,6,18,0.055,8632.837891,517970.2734,0.322905302,1.715157231
0.90,6,18,0.055,8989.209961,539352.5977,0.345371932,1.829104877
0.90,6,18,0.055,9332.301758,559938.1055,0.368064642,1.943860711
0.90,6,18,0.055,9664.421875,579865.3125,0.390934661,2.059291183
0.90,6,18,0.055,9986.761719,599205.7031,0.413962007,2.175316351
0.90,6,18,0.055,10297.67676,617860.6055,0.437178016,2.292036143
0.90,6,18,0.055,10596.83203,635809.9219,0.460570574,2.409481926
0.90,6,18,0.055,10887.79785,653267.8711,0.484052852,2.527456853
0.90,6,18,0.055,11168.42676,670105.6055,0.50768134,2.646075715
0.90,6,18,0.055,11439.00781,686340.4688,0.531465888,2.765311433
0.90,6,18,0.055,11700.31348,702018.8086,0.555392832,2.885112145
0.90,6,18,0.055,11952.80664,717168.3984,0.579439968,3.005464101
0.90,6,18,0.055,12195.94824,731756.8945,0.603609294,3.126402122
0.90,6,18,0.055,12429.96484,745797.8906,0.62790367,3.247906568
0.90,6,18,0.055,12660.05664,759603.3984,0.652252078,3.369635607
0.90,6,18,0.055,12876.87891,772612.7344,0.676797718,3.492178568
0.90,6,18,0.055,13086.72266,785203.3594,0.701446205,3.615141666
0.90,6,18,0.055,13290.08203,797404.9219,0.726172805,3.738497917
0.90,6,18,0.055,13484.58691,809075.2148,0.751044005,3.862372756
0.90,6,18,0.055,13671.5166,820290.9961,0.776008755,3.986712877
0.90,6,18,0.055,13849.2373,830954.2383,0.801112086,4.111608055
0.90,6,18,0.055,14018.16016,841089.6094,0.826322079,4.237039166
0.90,6,18,0.055,14178.7373,850724.2383,0.851637512,4.362986086
0.90,6,18,0.055,14332.79492,859967.6953,0.877031982,4.489315045
0.90,6,18,0.055,14479.47656,868768.5938,0.902537316,4.616081519
0.90,6,18,0.055,14619.88281,877192.9688,0.928112656,4.743220044
0.90,6,18,0.055,14752.94336,885176.6016,0.953770459,4.870801128
0.90,6,18,0.055,14879.25879,892755.5273,0.97951439,4.998770451
0.90,6,18,0.055,15001.26465,900075.8789,1.005296737,5.126995686
0.90,6,18,0.055,15116.16992,906970.1953,1.031168044,5.255631979
0.90,6,18,0.055,15225.9502,913557.0117,1.057071149,5.38457863
0.90,6,18,0.055,15330.63379,919838.0273,1.083050132,5.5137926
0.90,6,18,0.055,15425.74609,925544.7656,1.109210789,5.643520214
0.90,6,18,0.055,15520.86426,931251.8555,1.135331035,5.773228679
0.90,6,18,0.055,15613.37988,936802.793,1.161468208,5.903070679
0.90,6,18,0.055,15698.38281,941902.9688,1.187709808,6.033329477
0.90,6,18,0.055,15781.48145,946888.8867,1.213961303,6.163664393
0.90,6,18,0.055,15859.2207,951553.2422,1.240311265,6.294247685
0.90,6,18,0.055,15933.79297,956027.5781,1.26670593,6.42497402
0.90,6,18,0.055,16003.64355,960218.6133,1.293189228,6.555928421
0.90,6,18,0.055,16074.59082,964475.4492,1.319642603,6.686766198
0.90,6,18,0.055,16144.07813,968644.6875,1.346087456,6.817640016
0.90,6,18,0.055,16211.88184,972712.9102,1.372548103,6.948554004
0.90,6,18,0.055,16272.78906,976367.3438,1.399131477,7.079807676
0.90,6,18,0.055,16335.98242,980158.9453,1.425710678,7.210842309
0.90,6,18,0.055,16400.69336,984041.6016,1.4521842,7.341764623
0.90,6,18,0.055,16454.1875,987251.25,1.478927314,7.47323981
0.90,6,18,0.055,16495.07687,989704.612,1.495490469,7.554930226
0.90,6,24,0.055,29.22995377,1753.797226,0.000175832,0.001525118
0.90,6,24,0.055,43.72027969,2623.216782,0.000266457,0.002294624
0.90,6,24,0.055,58.15189362,3489.113617,0.000358349,0.00306737
0.90,6,24,0.055,72.52861786,4351.717072,0.000451441,0.00384318
0.90,6,24,0.055,86.86144257,5211.686554,0.000545527,0.004621418
0.90,6,24,0.055,101.1429596,6068.577576,0.000640759,0.005402538
0.90,6,24,0.055,115.3745346,6922.472076,0.000737077,0.006186456
0.90,6,24,0.055,129.5585632,7773.513794,0.000834425,0.006973061
0.90,6,24,0.055,157.8127136,9468.762817,0.001031459,0.008552903
0.90,6,24,0.055,185.8503876,11151.02325,0.001233369,0.010144859
0.90,6,24,0.055,213.7121582,12822.72949,0.001439139,0.011746731
0.90,6,24,0.055,241.4084167,14484.505,0.00164853,0.013357849
0.90,6,24,0.055,268.9575195,16137.45117,0.001861143,0.014977094
0.90,6,24,0.055,296.3651428,17781.90857,0.002076821,0.016604079
0.90,6,24,0.055,323.6272278,19417.63367,0.002295631,0.01823891
0.90,6,24,0.055,350.7627563,21045.76538,0.002517229,0.019880621
0.90,6,24,0.055,377.7735596,22666.41357,0.002741624,0.021529042
0.90,6,24,0.055,404.6650696,24279.90417,0.00296868,0.023183856
0.90,6,24,0.055,431.4392395,25886.35437,0.003198303,0.024844963
0.90,6,24,0.055,458.1023254,27486.13953,0.003430374,0.02651202
0.90,6,24,0.055,511.0904541,30665.42725,0.003901904,0.029864517
0.90,6,24,0.055,563.6759644,33820.55786,0.004382947,0.033238216
0.90,6,24,0.055,615.9108276,36954.64966,0.004872186,0.036630619
0.90,6,24,0.055,667.8134766,40068.80859,0.005369263,0.04004061
0.90,6,24,0.055,719.4197998,43165.18799,0.005873308,0.043466182
0.90,6,24,0.055,745.6589663,44739.53798,0.006132458,0.045217499
0.90,6,24,0.055,885.494873,53129.69238,0.007535292,0.054627145
0.90,6,24,0.055,1157.392334,69443.54004,0.010531489,0.073853403
0.90,6,24,0.055,1682.251709,100935.1025,0.017012699,0.113289288
0.90,6,24,0.055,2671.013916,160260.835,0.031563375,0.195335174
0.90,6,24,0.055,3623.895752,217433.7451,0.047036868,0.27929132
0.90,6,24,0.055,4548.77832,272926.6992,0.063161571,0.364778524
0.90,6,24,0.055,5442.843262,326570.5957,0.079956725,0.451986912
0.90,6,24,0.055,6304.75293,378285.1758,0.097454473,0.540991805
0.90,6,24,0.055,7138.713379,428322.8027,0.115576513,0.63154638
0.90,6,24,0.055,7947.126465,476827.5879,0.134291627,0.723509271
0.90,6,24,0.055,9471.066406,568263.9844,0.173952237,0.912469101
0.90,6,24,0.055,10937.06055,656223.6328,0.214868069,1.104650121
0.90,6,24,0.055,12347.70898,740862.5391,0.257021151,1.299876017
0.90,6,24,0.055,13709.15723,822549.4336,0.300313383,1.497782533
0.90,6,24,0.055,15025.87305,901552.3828,0.344678655,1.69809406
0.90,6,24,0.055,16301.82031,978109.2188,0.390006378,1.900622595
0.90,6,24,0.055,17538.54492,1052312.695,0.436273709,2.105251527
0.90,6,24,0.055,18740.70508,1124442.305,0.483392924,2.311704904
0.90,6,24,0.055,19908.35156,1194501.094,0.531356618,2.519996274
0.90,6,24,0.055,21041.44531,1262486.719,0.580159485,2.730123097
0.90,6,24,0.055,22141.53516,1328492.109,0.629750729,2.941997723
0.90,6,24,0.055,23208.125,1392487.5,0.680139631,3.155642827
0.90,6,24,0.055,24242.72266,1454563.359,0.731337667,3.370917726
0.90,6,24,0.055,25246.79688,1514807.813,0.783316582,3.587740206
0.90,6,24,0.055,26221.85938,1573311.563,0.836016178,3.80604448
0.90,6,24,0.055,27166.49609,1629989.766,0.889473647,4.025898479
0.90,6,24,0.055,28081.57617,1684894.57,0.943625033,4.247284147
0.90,6,24,0.055,28967.03906,1738022.344,0.998471826,4.47019051
0.90,6,24,0.055,29818.57617,1789114.57,1.0541192,4.694838112
0.90,6,24,0.055,30635.20703,1838112.422,1.110556781,4.921296726
0.90,6,24,0.055,31420.53906,1885232.344,1.167721212,5.149344083
0.90,6,24,0.055,32177.61719,1930657.031,1.225561678,5.378781585
0.90,6,24,0.055,32903.64063,1974218.438,1.284182608,5.609718274
0.90,6,24,0.055,33594.04688,2015642.813,1.343655586,5.842424467
0.90,6,24,0.055,34247.42188,2054845.313,1.403962612,6.077020063
0.90,6,24,0.055,34865.16406,2091909.844,1.465074241,6.313411138
0.90,6,24,0.055,35443.66406,2126619.844,1.527081907,6.551768673
0.90,6,24,0.055,35571.72577,2134303.546,1.542521832,6.611204119
0.90,6,30,0.055,30.46467209,1827.880325,0.000174012,0.00154773
0.90,6,30,0.055,45.58260345,2734.956207,0.00026352,0.002327941
0.90,6,30,0.055,60.6470108,3638.820648,0.000354184,0.003111092
0.90,6,30,0.055,75.66175842,4539.705505,0.000445938,0.003897005
0.90,6,30,0.055,90.63741302,5438.244781,0.000538582,0.004685066
0.90,6,30,0.055,105.5659103,6333.95462,0.000632292,0.005475756
0.90,6,30,0.055,120.4542999,7227.257996,0.00072687,0.006268705
0.90,6,30,0.055,135.2946777,8117.680664,0.000822505,0.00706434
0.90,6,30,0.055,164.8768311,9892.609863,0.001015753,0.008661397
0.90,6,30,0.055,194.2720337,11656.32202,0.001213284,0.010268822
0.90,6,30,0.055,223.5140533,13410.8432,0.00141424,0.011884862
0.90,6,30,0.055,252.6165009,15156.99005,0.00161829,0.013508673
0.90,6,30,0.055,281.5874634,16895.2478,0.001825244,0.015139685
0.90,6,30,0.055,310.4397888,18626.38733,0.002034788,0.01677712
0.90,6,30,0.055,339.1753845,20350.52307,0.002246866,0.018420808
0.90,6,30,0.055,367.7990417,22067.9425,0.002461392,0.020070469
0.90,6,30,0.055,396.3199158,23779.19495,0.002678259,0.021725582
0.90,6,30,0.055,424.7426453,25484.55872,0.002897348,0.023385897
0.90,6,30,0.055,481.2833862,28877.00317,0.003341981,0.026723058
0.90,6,30,0.055,537.4783325,32248.69995,0.003794713,0.030078086
0.90,6,30,0.055,593.3675537,35602.05322,0.004254617,0.033449051
0.90,6,30,0.055,648.9866333,38939.198,0.004721109,0.036834096
0.90,6,30,0.055,704.3460083,42260.7605,0.005194025,0.040232605
0.90,6,30,0.055,759.4678345,45568.07007,0.005672755,0.043643328
0.90,6,30,0.055,804.4802658,48268.81595,0.006068311,0.046443742
0.90,6,30,0.055,957.071167,57424.27002,0.007426544,0.0559951
0.90,6,30,0.055,1256.733398,75404.00391,0.01028426,0.075377953
0.90,6,30,0.055,1842.191528,110531.4917,0.016379884,0.114834985
0.90,6,30,0.055,2975.530029,178531.8018,0.029669213,0.195565957
0.90,6,30,0.055,5148.567871,308914.0723,0.059203165,0.361426814
0.90,6,30,0.055,7262.922852,435775.3711,0.090508297,0.530085497
0.90,6,30,0.055,9315.987305,558959.2383,0.123399004,0.701912709
0.90,6,30,0.055,11305.69141,678341.4844,0.157876946,0.877080634
0.90,6,30,0.055,13232.23926,793934.3555,0.193979986,1.055539773
0.90,6,30,0.055,15109.64844,906578.9063,0.231373034,1.236518045
0.90,6,30,0.055,16945.02148,1016701.289,0.269852988,1.419652658
0.90,6,30,0.055,18743.34961,1124600.977,0.309337646,1.60465507
0.90,6,30,0.055,20507.35352,1230441.211,0.349790484,1.791351579
0.90,6,30,0.055,22240.33789,1334420.273,0.391107023,1.979590485
0.90,6,30,0.055,23941.87305,1436512.383,0.433309898,2.169370404
0.90,6,30,0.055,25614.13867,1536848.32,0.476340294,2.360578301
0.90,6,30,0.055,27258.61914,1635517.148,0.52016139,2.55313833
0.90,6,30,0.055,28877.76953,1732666.172,0.564722061,2.746902624
0.90,6,30,0.055,30472.83398,1828370.039,0.609992385,2.941815638
0.90,6,30,0.055,32042.94141,1922576.484,0.656009197,3.137903516
0.90,6,30,0.055,33588.875,2015332.5,0.702753127,3.335109223
0.90,6,30,0.055,35118.39844,2107103.906,0.75001958,3.533027769
0.90,6,30,0.055,36619.67969,2197180.781,0.798162371,3.732237626
0.90,6,30,0.055,38098.90234,2285934.141,0.846990824,3.932439329
0.90,6,30,0.055,39556.80469,2373408.281,0.89649114,4.133577416
0.90,6,30,0.055,40994.16406,2459649.844,0.946663886,4.335587321
0.90,6,30,0.055,42413.94531,2544836.719,0.997405082,4.538319334
0.90,6,30,0.055,43813.35547,2628801.328,1.048796088,4.741903763
0.90,6,30,0.055,45194.03125,2711641.875,1.100797594,4.946250001
0.90,6,30,0.055,46555.99609,2793359.766,1.153402686,5.151346139
0.90,6,30,0.055,47898.30859,2873898.516,1.206630111,5.35724787
0.90,6,30,0.055,49220.625,2953237.5,1.260500252,5.563957171
0.90,6,30,0.055,50522.12109,3031327.266,1.315065563,5.771493331
0.90,6,30,0.055,51800.37109,3108022.266,1.370368481,5.979971421
0.90,6,30,0.055,52202.12545,3132127.527,1.38753165,6.045063211
0.90,6,36,0.055,33.04481506,1982.688904,0.000187653,0.001676631
0.90,6,36,0.055,49.43961334,2966.376801,0.000284251,0.002522016
0.90,6,36,0.055,65.77268219,3946.360931,0.000382169,0.003370812
0.90,6,36,0.055,82.05437469,4923.262482,0.000481244,0.004222453
0.90,6,36,0.055,98.28871155,5897.322693,0.00058138,0.005076725
0.90,6,36,0.055,114.4700775,6868.204651,0.000682688,0.005933969
0.90,6,36,0.055,130.6020508,7836.123047,0.000785068,0.006793951
0.90,6,36,0.055,146.686676,8801.200562,0.000888464,0.007656641
0.90,6,36,0.055,178.7375641,10724.25385,0.001097687,0.009388916
0.90,6,36,0.055,210.578186,12634.69116,0.001311703,0.011132855
0.90,6,36,0.055,242.2538452,14535.23071,0.00152934,0.012886056
0.90,6,36,0.055,273.776062,16426.56372,0.001750334,0.014647725
0.90,6,36,0.055,305.1604919,18309.62952,0.001974343,0.0164169
0.90,6,36,0.055,336.4155273,20184.93164,0.002201152,0.018193063
0.90,6,36,0.055,367.5439758,22052.63855,0.002430716,0.019975982
0.90,6,36,0.055,398.5541382,23913.24829,0.002662943,0.021765178
0.90,6,36,0.055,429.4539185,25767.23511,0.002897656,0.023560229
0.90,6,36,0.055,460.2514038,27615.08423,0.003134661,0.02536067
0.90,6,36,0.055,490.9472961,29456.83777,0.003373914,0.027166491
0.90,6,36,0.055,552.0267944,33121.60767,0.003859161,0.03079508
0.90,6,36,0.055,612.7767334,36766.604,0.004352437,0.034440513
0.90,6,36,0.055,673.2217407,40393.30444,0.004853035,0.038101898
0.90,6,36,0.055,733.4035645,44004.21387,0.00536006,0.041776936
0.90,6,36,0.055,793.3370972,47600.22583,0.005873008,0.045464662
0.90,6,36,0.055,845.9045713,50754.27428,0.006328519,0.048718401
0.90,6,36,0.055,1006.688782,60401.3269,0.00773744,0.058720454
0.90,6,36,0.055,1322.827759,79369.66553,0.010692921,0.079000352
0.90,6,36,0.055,1941.93811,116516.2866,0.016966213,0.12021479
0.90,6,36,0.055,3147.782959,188866.9775,0.030474563,0.204196339
0.90,6,36,0.055,5483.28125,328996.875,0.059947543,0.375670229
0.90,6,36,0.055,7786.763184,467205.791,0.090571735,0.548456616
0.90,6,36,0.055,10051.58008,603094.8047,0.122290704,0.723124779
0.90,6,36,0.055,12276.16895,736570.1367,0.15508388,0.89982439
0.90,6,36,0.055,14454.49902,867269.9414,0.189106353,1.07887719
0.90,6,36,0.055,16593.62109,995617.2656,0.22420989,1.259897782
0.90,6,36,0.055,18694.6582,1121679.492,0.260366701,1.442817583
0.90,6,36,0.055,20761.91406,1245714.844,0.29748857,1.627387554
0.90,6,36,0.055,22800.37695,1368022.617,0.335456803,1.813338101
0.90,6,36,0.055,24814.14453,1488848.672,0.374161735,2.000463315
0.90,6,36,0.055,26804.13672,1608248.203,0.413570315,2.18871438
0.90,6,36,0.055,28772.00586,1726320.352,0.453639194,2.378004227
0.90,6,36,0.055,30719.50781,1843170.469,0.494323105,2.568233592
0.90,6,36,0.055,32646.79297,1958807.578,0.535620242,2.759391985
0.90,6,36,0.055,34557.49609,2073449.766,0.577432126,2.95128494
0.90,6,36,0.055,36450.84766,2187050.859,0.619781584,3.143940939
0.90,6,36,0.055,38325.30859,2299518.516,0.662734389,3.337422204
0.90,6,36,0.055,40183.76953,2411026.172,0.706204355,3.531577043
0.90,6,36,0.055,42026.04297,2521562.578,0.750202239,3.726406508
0.90,6,36,0.055,43851.02734,2631061.641,0.794767022,3.921957714
0.90,6,36,0.055,45660.00781,2739600.469,0.8398678,4.11816164
0.90,6,36,0.055,47454.51172,2847270.703,0.88549161,4.314895948
0.90,6,36,0.055,49234.37891,2954062.734,0.931618869,4.512184819
0.90,6,36,0.055,50996.11328,3059766.797,0.978373826,4.710186139
0.90,6,36,0.055,52742.71094,3164562.656,1.025660574,4.908756458
0.90,6,36,0.055,54475.21484,3268512.891,1.07344982,5.107825966
0.90,6,36,0.055,56195.76953,3371746.172,1.121685863,5.307272028
0.90,6,36,0.055,57901.0625,3474063.75,1.170482337,5.5072583
0.90,6,36,0.055,59590.63281,3575437.969,1.21981591,5.707813936
0.90,6,36,0.055,61269.40625,3676164.375,1.269578576,5.90867324
0.90,6,36,0.055,61803.01495,3708180.897,1.284788089,5.971070241
0.90,8,16,0.073,40.72780228,2443.668137,0.000254934,0.00166595
0.90,8,16,0.073,60.54350662,3632.610397,0.000386358,0.002508688
0.90,8,16,0.073,80.09471893,4805.683136,0.00051962,0.003356145
0.90,8,16,0.073,99.39205933,5963.52356,0.000654677,0.004208143
0.90,8,16,0.073,118.4347153,7106.082916,0.00079151,0.005064741
0.90,8,16,0.073,137.2504578,8235.027466,0.000929888,0.005925462
0.90,8,16,0.073,155.8311768,9349.870605,0.001069826,0.006790432
0.90,8,16,0.073,174.1988525,10451.93115,0.001211143,0.007659276
0.90,8,16,0.073,192.3288879,11539.73328,0.001354017,0.008532389
0.90,8,16,0.073,210.2413483,12614.4809,0.001498275,0.009409412
0.90,8,16,0.073,227.9426422,13676.55853,0.001643845,0.010290224
0.90,8,16,0.073,245.4446411,14726.67847,0.001790664,0.011174594
0.90,8,16,0.073,262.7471619,15764.82971,0.001938747,0.012062527
0.90,8,16,0.073,296.8150024,17808.90015,0.002238488,0.013847809
0.90,8,16,0.073,330.151062,19809.06372,0.002542609,0.015646084
0.90,8,16,0.073,362.8424683,21770.5481,0.002850685,0.017455747
0.90,8,16,0.073,394.9022217,23694.1333,0.003162706,0.019276567
0.90,8,16,0.073,426.3776245,25582.65747,0.003478331,0.021107722
0.90,8,16,0.073,457.3058777,27438.35266,0.003797305,0.022948614
0.90,8,16,0.073,487.7511597,29265.06958,0.004119187,0.024798108
0.90,8,16,0.073,517.744873,31064.69238,0.004443686,0.026655694
0.90,8,16,0.073,547.3265381,32839.59229,0.004770523,0.028520698
0.90,8,16,0.073,576.4858398,34589.15039,0.005099872,0.03039321
0.90,8,16,0.073,605.2188721,36313.13232,0.005431776,0.032273309
0.90,8,16,0.073,661.3812256,39682.87354,0.006103842,0.036056592
0.90,8,16,0.073,716.3167725,42979.00635,0.006782752,0.03986227
0.90,8,16,0.073,770.0216064,46201.29639,0.00746896,0.043690459
0.90,8,16,0.073,822.62854,49357.7124,0.008161867,0.047538794
0.90,8,16,0.073,874.1826782,52450.96069,0.008861126,0.051406466
0.90,8,16,0.073,924.8450928,55490.70557,0.009565368,0.055290731
0.90,8,16,0.073,974.5968628,58475.81177,0.010274811,0.059191912
0.90,8,16,0.073,1023.580017,61414.80103,0.010988534,0.063107551
0.90,8,16,0.073,1050.786134,63047.16802,0.011386831,0.065294094
0.90,8,16,0.073,1215.753906,72945.23438,0.013893318,0.079005102
0.90,8,16,0.073,1518.758423,91125.50537,0.019070261,0.106928819
0.90,8,16,0.073,2051.537842,123092.2705,0.029845359,0.164159379
0.90,8,16,0.073,2912.645508,174758.7305,0.052425457,0.282581004
0.90,8,16,0.073,3680.986572,220859.1943,0.075273022,0.402971888
0.90,8,16,0.073,4376.555664,262593.3398,0.098329395,0.524866199
0.90,8,16,0.073,5010.060547,300603.6328,0.121549871,0.648053449
0.90,8,16,0.073,5599.216797,335953.0078,0.144906014,0.772149519
0.90,8,16,0.073,6144.266602,368655.9961,0.168391757,0.89715118
0.90,8,16,0.073,6656.405273,399384.3164,0.191978075,1.02282102
